Date,Time,DateTime,Height,Tide_Type,Station_Code,Station_Name,Year
12/5/2024,11:35,12/5/2024 11:35,2.52,高潮 (High Tide),TAO,Tai O (大澳),2024
12/5/2024,11:38,12/5/2024 11:38,2.31,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2024
12/5/2024,11:38,12/5/2024 11:38,2.25,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2024
12/5/2024,11:38,12/5/2024 11:38,2.41,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2024
12/5/2024,11:41,12/5/2024 11:41,2.69,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
12/5/2024,11:47,12/5/2024 11:47,2.52,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2024
12/5/2024,12:22,12/5/2024 12:22,2.26,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2024
12/5/2024,12:24,12/5/2024 12:24,2.45,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2024
12/5/2024,18:34,12/5/2024 18:34,0.53,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2024
12/5/2024,18:39,12/5/2024 18:39,0.47,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2024
12/5/2024,19:09,12/5/2024 19:09,0.47,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2024
12/5/2024,19:12,12/5/2024 19:12,0.62,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2024
12/5/2024,19:21,12/5/2024 19:21,0.46,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2024
12/5/2024,19:24,12/5/2024 19:24,0.41,低潮 (Low Tide),CCH,Cheung Chau (長洲),2024
12/5/2024,19:25,12/5/2024 19:25,0.35,低潮 (Low Tide),SPW,Shek Pik (石壁),2024
12/5/2024,19:30,12/5/2024 19:30,0.43,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2024
12/5/2024,19:38,12/5/2024 19:38,0.29,低潮 (Low Tide),TAO,Tai O (大澳),2024
12/5/2024,19:46,12/5/2024 19:46,0.42,低潮 (Low Tide),MWC,Ma Wan (馬灣),2024
12/5/2024,20:11,12/5/2024 20:11,0.3,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2024
12/5/2024,21:14,12/5/2024 21:14,0.2,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
13/5/2024,1:20,13/5/2024 1:20,1.4,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2024
13/5/2024,2:55,13/5/2024 2:55,1.43,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2024
13/5/2024,3:02,13/5/2024 3:02,1.58,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
13/5/2024,12:03,13/5/2024 12:03,2.29,高潮 (High Tide),SPW,Shek Pik (石壁),2024
13/5/2024,12:05,13/5/2024 12:05,2.24,高潮 (High Tide),CCH,Cheung Chau (長洲),2024
13/5/2024,12:13,13/5/2024 12:13,2.25,高潮 (High Tide),KCT,Kwai Chung (葵涌),2024
13/5/2024,12:13,13/5/2024 12:13,2.29,高潮 (High Tide),MWC,Ma Wan (馬灣),2024
13/5/2024,12:16,13/5/2024 12:16,2.38,高潮 (High Tide),TAO,Tai O (大澳),2024
13/5/2024,12:17,13/5/2024 12:17,2.53,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
13/5/2024,12:18,13/5/2024 12:18,2.19,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2024
13/5/2024,12:19,13/5/2024 12:19,2.14,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2024
13/5/2024,12:20,13/5/2024 12:20,2.3,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2024
13/5/2024,12:26,13/5/2024 12:26,2.38,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2024
13/5/2024,13:06,13/5/2024 13:06,2.14,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2024
13/5/2024,13:07,13/5/2024 13:07,2.32,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2024
13/5/2024,19:30,13/5/2024 19:30,0.66,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2024
13/5/2024,21:05,13/5/2024 21:05,0.4,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2024
13/5/2024,22:04,13/5/2024 22:04,0.26,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
14/5/2024,4:05,14/5/2024 4:05,1.53,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
14/5/2024,12:49,14/5/2024 12:49,2.1,高潮 (High Tide),CCH,Cheung Chau (長洲),2024
14/5/2024,12:53,14/5/2024 12:53,2.15,高潮 (High Tide),SPW,Shek Pik (石壁),2024
14/5/2024,12:59,14/5/2024 12:59,2.14,高潮 (High Tide),MWC,Ma Wan (馬灣),2024
14/5/2024,13:00,14/5/2024 13:00,2.12,高潮 (High Tide),KCT,Kwai Chung (葵涌),2024
14/5/2024,13:03,14/5/2024 13:03,2.32,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
14/5/2024,13:04,14/5/2024 13:04,2.06,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2024
14/5/2024,13:06,14/5/2024 13:06,2.23,高潮 (High Tide),TAO,Tai O (大澳),2024
14/5/2024,13:06,14/5/2024 13:06,2.02,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2024
14/5/2024,13:06,14/5/2024 13:06,2.17,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2024
14/5/2024,13:13,14/5/2024 13:13,2.21,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2024
14/5/2024,13:54,14/5/2024 13:54,2.01,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2024
14/5/2024,13:58,14/5/2024 13:58,2.16,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2024
14/5/2024,22:54,14/5/2024 22:54,0.33,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
15/5/2024,13:52,15/5/2024 13:52,1.95,高潮 (High Tide),CCH,Cheung Chau (長洲),2024
15/5/2024,13:59,15/5/2024 13:59,1.99,高潮 (High Tide),SPW,Shek Pik (石壁),2024
15/5/2024,14:05,15/5/2024 14:05,2.04,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2024
15/5/2024,14:06,15/5/2024 14:06,1.97,高潮 (High Tide),KCT,Kwai Chung (葵涌),2024
15/5/2024,14:06,15/5/2024 14:06,1.99,高潮 (High Tide),MWC,Ma Wan (馬灣),2024
15/5/2024,14:08,15/5/2024 14:08,1.89,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2024
15/5/2024,14:09,15/5/2024 14:09,1.92,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2024
15/5/2024,14:13,15/5/2024 14:13,2.06,高潮 (High Tide),TAO,Tai O (大澳),2024
15/5/2024,14:14,15/5/2024 14:14,2.11,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
15/5/2024,14:18,15/5/2024 14:18,2.04,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2024
15/5/2024,14:48,15/5/2024 14:48,1.88,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2024
15/5/2024,15:05,15/5/2024 15:05,2,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2024
16/5/2024,7:09,16/5/2024 7:09,1.62,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
16/5/2024,15:15,16/5/2024 15:15,1.92,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2024
16/5/2024,15:21,16/5/2024 15:21,1.83,高潮 (High Tide),CCH,Cheung Chau (長洲),2024
16/5/2024,15:21,16/5/2024 15:21,1.78,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2024
16/5/2024,15:25,16/5/2024 15:25,1.85,高潮 (High Tide),KCT,Kwai Chung (葵涌),2024
16/5/2024,15:25,16/5/2024 15:25,1.86,高潮 (High Tide),SPW,Shek Pik (石壁),2024
16/5/2024,15:28,16/5/2024 15:28,1.8,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2024
16/5/2024,15:34,16/5/2024 15:34,1.86,高潮 (High Tide),MWC,Ma Wan (馬灣),2024
16/5/2024,15:44,16/5/2024 15:44,1.92,高潮 (High Tide),TAO,Tai O (大澳),2024
16/5/2024,15:49,16/5/2024 15:49,1.77,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2024
16/5/2024,15:53,16/5/2024 15:53,1.89,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2024
16/5/2024,16:00,16/5/2024 16:00,1.94,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
16/5/2024,16:14,16/5/2024 16:14,1.87,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2024
17/5/2024,0:37,17/5/2024 0:37,0.46,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
17/5/2024,6:18,17/5/2024 6:18,1.6,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2024
17/5/2024,7:07,17/5/2024 7:07,1.57,高潮 (High Tide),KCT,Kwai Chung (葵涌),2024
17/5/2024,7:15,17/5/2024 7:15,1.52,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2024
17/5/2024,7:16,17/5/2024 7:16,1.56,高潮 (High Tide),CCH,Cheung Chau (長洲),2024
17/5/2024,7:18,17/5/2024 7:18,1.6,高潮 (High Tide),MWC,Ma Wan (馬灣),2024
17/5/2024,7:30,17/5/2024 7:30,1.58,高潮 (High Tide),SPW,Shek Pik (石壁),2024
17/5/2024,7:40,17/5/2024 7:40,1.67,高潮 (High Tide),TAO,Tai O (大澳),2024
17/5/2024,7:43,17/5/2024 7:43,1.66,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2024
17/5/2024,12:37,17/5/2024 12:37,1.4,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
17/5/2024,16:28,17/5/2024 16:28,1.82,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2024
17/5/2024,16:33,17/5/2024 16:33,1.75,高潮 (High Tide),KCT,Kwai Chung (葵涌),2024
17/5/2024,16:34,17/5/2024 16:34,1.67,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2024
17/5/2024,16:37,17/5/2024 16:37,1.73,高潮 (High Tide),CCH,Cheung Chau (長洲),2024
17/5/2024,16:38,17/5/2024 16:38,1.7,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2024
17/5/2024,16:45,17/5/2024 16:45,1.77,高潮 (High Tide),MWC,Ma Wan (馬灣),2024
17/5/2024,16:45,17/5/2024 16:45,1.75,高潮 (High Tide),SPW,Shek Pik (石壁),2024
17/5/2024,16:57,17/5/2024 16:57,1.67,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2024
17/5/2024,17:13,17/5/2024 17:13,1.82,高潮 (High Tide),TAO,Tai O (大澳),2024
17/5/2024,17:19,17/5/2024 17:19,1.76,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2024
17/5/2024,17:28,17/5/2024 17:28,1.79,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2024
17/5/2024,17:50,17/5/2024 17:50,1.85,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
17/5/2024,23:34,17/5/2024 23:34,0.86,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2024
17/5/2024,23:55,17/5/2024 23:55,0.78,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2024
17/5/2024,23:58,17/5/2024 23:58,0.77,低潮 (Low Tide),CCH,Cheung Chau (長洲),2024
18/5/2024,0:02,18/5/2024 0:02,0.77,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2024
18/5/2024,0:06,18/5/2024 0:06,0.73,低潮 (Low Tide),SPW,Shek Pik (石壁),2024
18/5/2024,0:15,18/5/2024 0:15,0.76,低潮 (Low Tide),MWC,Ma Wan (馬灣),2024
18/5/2024,0:21,18/5/2024 0:21,0.71,低潮 (Low Tide),TAO,Tai O (大澳),2024
18/5/2024,0:41,18/5/2024 0:41,0.69,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2024
18/5/2024,1:24,18/5/2024 1:24,0.53,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
18/5/2024,6:57,18/5/2024 6:57,1.57,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2024
18/5/2024,6:57,18/5/2024 6:57,1.7,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2024
18/5/2024,7:07,18/5/2024 7:07,1.57,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2024
18/5/2024,7:09,18/5/2024 7:09,1.71,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2024
18/5/2024,7:12,18/5/2024 7:12,1.6,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2024
18/5/2024,7:13,18/5/2024 7:13,1.64,高潮 (High Tide),CCH,Cheung Chau (長洲),2024
18/5/2024,12:27,18/5/2024 12:27,1.31,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2024
18/5/2024,12:32,18/5/2024 12:32,1.29,低潮 (Low Tide),SPW,Shek Pik (石壁),2024
18/5/2024,12:43,18/5/2024 12:43,1.31,低潮 (Low Tide),MWC,Ma Wan (馬灣),2024
18/5/2024,12:48,18/5/2024 12:48,1.28,低潮 (Low Tide),TAO,Tai O (大澳),2024
18/5/2024,13:10,18/5/2024 13:10,1.27,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2024
18/5/2024,13:51,18/5/2024 13:51,1.16,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
18/5/2024,17:48,18/5/2024 17:48,1.74,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2024
18/5/2024,17:53,18/5/2024 17:53,1.59,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2024
18/5/2024,17:59,18/5/2024 17:59,1.67,高潮 (High Tide),KCT,Kwai Chung (葵涌),2024
18/5/2024,17:59,18/5/2024 17:59,1.62,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2024
18/5/2024,18:02,18/5/2024 18:02,1.65,高潮 (High Tide),CCH,Cheung Chau (長洲),2024
18/5/2024,18:06,18/5/2024 18:06,1.69,高潮 (High Tide),MWC,Ma Wan (馬灣),2024
18/5/2024,18:06,18/5/2024 18:06,1.67,高潮 (High Tide),SPW,Shek Pik (石壁),2024
18/5/2024,18:10,18/5/2024 18:10,1.59,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2024
18/5/2024,18:30,18/5/2024 18:30,1.75,高潮 (High Tide),TAO,Tai O (大澳),2024
18/5/2024,18:35,18/5/2024 18:35,1.67,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2024
18/5/2024,18:45,18/5/2024 18:45,1.74,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2024
18/5/2024,19:01,18/5/2024 19:01,1.82,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
19/5/2024,0:13,19/5/2024 0:13,0.83,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2024
19/5/2024,0:13,19/5/2024 0:13,0.88,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2024
19/5/2024,0:17,19/5/2024 0:17,0.82,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2024
19/5/2024,0:18,19/5/2024 0:18,0.98,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2024
19/5/2024,0:25,19/5/2024 0:25,0.83,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2024
19/5/2024,0:31,19/5/2024 0:31,0.83,低潮 (Low Tide),CCH,Cheung Chau (長洲),2024
19/5/2024,0:35,19/5/2024 0:35,0.83,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2024
19/5/2024,0:41,19/5/2024 0:41,0.79,低潮 (Low Tide),SPW,Shek Pik (石壁),2024
19/5/2024,0:49,19/5/2024 0:49,0.82,低潮 (Low Tide),MWC,Ma Wan (馬灣),2024
19/5/2024,0:59,19/5/2024 0:59,0.76,低潮 (Low Tide),TAO,Tai O (大澳),2024
19/5/2024,1:18,19/5/2024 1:18,0.75,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2024
19/5/2024,2:05,19/5/2024 2:05,0.6,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
19/5/2024,12:42,19/5/2024 12:42,1.15,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2024
19/5/2024,12:50,19/5/2024 12:50,1.13,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2024
19/5/2024,12:58,19/5/2024 12:58,1.13,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2024
19/5/2024,13:01,19/5/2024 13:01,1.29,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2024
19/5/2024,13:08,19/5/2024 13:08,1.14,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2024
19/5/2024,13:15,19/5/2024 13:15,1.13,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2024
19/5/2024,13:16,19/5/2024 13:16,1.12,低潮 (Low Tide),CCH,Cheung Chau (長洲),2024
19/5/2024,13:22,19/5/2024 13:22,1.09,低潮 (Low Tide),SPW,Shek Pik (石壁),2024
19/5/2024,13:31,19/5/2024 13:31,1.12,低潮 (Low Tide),MWC,Ma Wan (馬灣),2024
19/5/2024,13:38,19/5/2024 13:38,1.07,低潮 (Low Tide),TAO,Tai O (大澳),2024
19/5/2024,13:59,19/5/2024 13:59,1.06,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2024
19/5/2024,14:43,19/5/2024 14:43,0.92,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
19/5/2024,19:01,19/5/2024 19:01,1.68,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2024
19/5/2024,19:04,19/5/2024 19:04,1.53,高潮 (High Tide),TMW,Tai Miu Wan (大廟灣),2024
19/5/2024,19:12,19/5/2024 19:12,1.57,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2024
19/5/2024,19:15,19/5/2024 19:15,1.6,高潮 (High Tide),CCH,Cheung Chau (長洲),2024
19/5/2024,19:17,19/5/2024 19:17,1.62,高潮 (High Tide),KCT,Kwai Chung (葵涌),2024
19/5/2024,19:17,19/5/2024 19:17,1.54,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2024
19/5/2024,19:18,19/5/2024 19:18,1.62,高潮 (High Tide),SPW,Shek Pik (石壁),2024
19/5/2024,19:21,19/5/2024 19:21,1.64,高潮 (High Tide),MWC,Ma Wan (馬灣),2024
19/5/2024,19:38,19/5/2024 19:38,1.71,高潮 (High Tide),TAO,Tai O (大澳),2024
19/5/2024,19:39,19/5/2024 19:39,1.61,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2024
19/5/2024,19:46,19/5/2024 19:46,1.7,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2024
19/5/2024,19:58,19/5/2024 19:58,1.8,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
20/5/2024,0:43,20/5/2024 0:43,0.88,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2024
20/5/2024,0:43,20/5/2024 0:43,0.88,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2024
20/5/2024,0:43,20/5/2024 0:43,1.04,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2024
20/5/2024,0:50,20/5/2024 0:50,0.89,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2024
20/5/2024,0:51,20/5/2024 0:51,0.9,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2024
20/5/2024,0:57,20/5/2024 0:57,0.89,低潮 (Low Tide),CCH,Cheung Chau (長洲),2024
20/5/2024,1:02,20/5/2024 1:02,0.89,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2024
20/5/2024,1:10,20/5/2024 1:10,0.85,低潮 (Low Tide),SPW,Shek Pik (石壁),2024
20/5/2024,1:14,20/5/2024 1:14,0.89,低潮 (Low Tide),MWC,Ma Wan (馬灣),2024
20/5/2024,1:31,20/5/2024 1:31,0.83,低潮 (Low Tide),TAO,Tai O (大澳),2024
20/5/2024,1:49,20/5/2024 1:49,0.82,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2024
20/5/2024,2:41,20/5/2024 2:41,0.67,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
20/5/2024,13:30,20/5/2024 13:30,0.94,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2024
20/5/2024,13:32,20/5/2024 13:32,0.95,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2024
20/5/2024,13:40,20/5/2024 13:40,0.96,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2024
20/5/2024,13:43,20/5/2024 13:43,1.12,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2024
20/5/2024,13:48,20/5/2024 13:48,0.96,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2024
20/5/2024,13:54,20/5/2024 13:54,0.95,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2024
20/5/2024,13:55,20/5/2024 13:55,0.93,低潮 (Low Tide),CCH,Cheung Chau (長洲),2024
20/5/2024,14:03,20/5/2024 14:03,0.89,低潮 (Low Tide),SPW,Shek Pik (石壁),2024
20/5/2024,14:12,20/5/2024 14:12,0.94,低潮 (Low Tide),MWC,Ma Wan (馬灣),2024
20/5/2024,14:18,20/5/2024 14:18,0.85,低潮 (Low Tide),TAO,Tai O (大澳),2024
20/5/2024,14:42,20/5/2024 14:42,0.85,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2024
20/5/2024,15:29,20/5/2024 15:29,0.7,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
20/5/2024,20:02,20/5/2024 20:02,1.63,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2024
20/5/2024,20:03,20/5/2024 20:03,1.49,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2024
20/5/2024,20:10,20/5/2024 20:10,1.53,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2024
20/5/2024,20:11,20/5/2024 20:11,1.56,高潮 (High Tide),CCH,Cheung Chau (長洲),2024
20/5/2024,20:11,20/5/2024 20:11,1.51,高潮 (High Tide),KLW,Ko Lau Wan (高流灣),2024
20/5/2024,20:13,20/5/2024 20:13,1.58,高潮 (High Tide),KCT,Kwai Chung (葵涌),2024
20/5/2024,20:18,20/5/2024 20:18,1.61,高潮 (High Tide),MWC,Ma Wan (馬灣),2024
20/5/2024,20:18,20/5/2024 20:18,1.59,高潮 (High Tide),SPW,Shek Pik (石壁),2024
20/5/2024,20:29,20/5/2024 20:29,1.58,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2024
20/5/2024,20:39,20/5/2024 20:39,1.68,高潮 (High Tide),TAO,Tai O (大澳),2024
20/5/2024,20:42,20/5/2024 20:42,1.67,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2024
20/5/2024,20:54,20/5/2024 20:54,1.78,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
21/5/2024,1:06,21/5/2024 1:06,1.1,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2024
21/5/2024,1:07,21/5/2024 1:07,0.94,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2024
21/5/2024,1:10,21/5/2024 1:10,0.93,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2024
21/5/2024,1:14,21/5/2024 1:14,0.95,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2024
21/5/2024,1:22,21/5/2024 1:22,0.95,低潮 (Low Tide),CCH,Cheung Chau (長洲),2024
21/5/2024,1:26,21/5/2024 1:26,0.95,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2024
21/5/2024,1:28,21/5/2024 1:28,0.92,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2024
21/5/2024,1:36,21/5/2024 1:36,0.95,低潮 (Low Tide),MWC,Ma Wan (馬灣),2024
21/5/2024,1:36,21/5/2024 1:36,0.92,低潮 (Low Tide),SPW,Shek Pik (石壁),2024
21/5/2024,2:00,21/5/2024 2:00,0.89,低潮 (Low Tide),TAO,Tai O (大澳),2024
21/5/2024,2:15,21/5/2024 2:15,0.9,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2024
21/5/2024,3:12,21/5/2024 3:12,0.75,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
21/5/2024,14:10,21/5/2024 14:10,0.78,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2024
21/5/2024,14:12,21/5/2024 14:12,0.74,低潮 (Low Tide),TPK,Tai Po Kau (大埔滘),2024
21/5/2024,14:18,21/5/2024 14:18,0.79,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2024
21/5/2024,14:20,21/5/2024 14:20,0.95,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2024
21/5/2024,14:26,21/5/2024 14:26,0.79,低潮 (Low Tide),QUB,Quarry Bay (?魚涌),2024
21/5/2024,14:31,21/5/2024 14:31,0.78,低潮 (Low Tide),KCT,Kwai Chung (葵涌),2024
21/5/2024,14:32,21/5/2024 14:32,0.76,低潮 (Low Tide),CCH,Cheung Chau (長洲),2024
21/5/2024,14:40,21/5/2024 14:40,0.7,低潮 (Low Tide),SPW,Shek Pik (石壁),2024
21/5/2024,14:50,21/5/2024 14:50,0.77,低潮 (Low Tide),MWC,Ma Wan (馬灣),2024
21/5/2024,14:56,21/5/2024 14:56,0.65,低潮 (Low Tide),TAO,Tai O (大澳),2024
21/5/2024,15:22,21/5/2024 15:22,0.67,低潮 (Low Tide),CLK,Chek Lap Kok (赤?角),2024
21/5/2024,16:13,21/5/2024 16:13,0.52,低潮 (Low Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
21/5/2024,20:55,21/5/2024 20:55,1.46,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2024
21/5/2024,20:55,21/5/2024 20:55,1.6,高潮 (High Tide),WAG,Waglan Island (橫瀾島),2024
21/5/2024,20:57,21/5/2024 20:57,1.49,低潮 (Low Tide),KLW,Ko Lau Wan (高流灣),2024
21/5/2024,21:01,21/5/2024 21:01,1.5,高潮 (High Tide),QUB,Quarry Bay (?魚涌),2024
21/5/2024,21:02,21/5/2024 21:02,1.53,高潮 (High Tide),CCH,Cheung Chau (長洲),2024
21/5/2024,21:03,21/5/2024 21:03,1.56,高潮 (High Tide),KCT,Kwai Chung (葵涌),2024
21/5/2024,21:09,21/5/2024 21:09,1.58,高潮 (High Tide),MWC,Ma Wan (馬灣),2024
21/5/2024,21:10,21/5/2024 21:10,1.55,高潮 (High Tide),TPK,Tai Po Kau (大埔滘),2024
21/5/2024,21:11,21/5/2024 21:11,1.56,高潮 (High Tide),SPW,Shek Pik (石壁),2024
21/5/2024,21:33,21/5/2024 21:33,1.66,高潮 (High Tide),TAO,Tai O (大澳),2024
21/5/2024,21:36,21/5/2024 21:36,1.65,高潮 (High Tide),CLK,Chek Lap Kok (赤?角),2024
21/5/2024,21:55,21/5/2024 21:55,1.76,高潮 (High Tide),TBT,Tsim Bei Tsui (尖鼻咀),2024
22/5/2024,1:30,22/5/2024 1:30,1.15,低潮 (Low Tide),WAG,Waglan Island (橫瀾島),2024
22/5/2024,1:31,22/5/2024 1:31,0.99,低潮 (Low Tide),TMW,Tai Miu Wan (大廟灣),2024
